"","1","2","3","4","5","6","7","8","9","10"
"hit",0,0,0,0,0,1,0,0,0,0
"hkt)",0,0,0,0,0,1,1,0,0,1
"holding",0,0,0,0,0,1,0,0,0,1
"holds",0,0,0,0,0,2,0,0,0,1
"horse",0,0,0,0,0,2,2,0,0,2
"hover",0,0,0,0,0,1,0,0,0,0
"hunger",0,0,0,0,0,1,0,0,0,0
"i)(""symbol.""",0,0,0,0,0,1,1,0,0,1
"i)return",0,0,0,0,0,1,1,0,0,1
"i,responsetimestamp:",0,0,0,0,0,1,1,0,0,1
"i.adservertargeting[t]}))})),r.push(i),r}function",0,0,0,0,0,1,1,0,0,1
"i.adunitcode",0,0,0,0,0,1,1,0,0,1
"i.playersize",0,0,0,0,0,2,2,0,0,2
"i.playersize.every(d))",0,0,0,0,0,1,1,0,0,1
"i.playersize.length",0,0,0,0,0,1,1,0,0,1
"i.playersize;else",0,0,0,0,0,1,1,0,0,1
"i.suppressemptykeys",0,0,0,0,0,1,1,0,0,1
"i.suppressemptykeys)",0,0,0,0,0,1,1,0,0,1
"i[n.json_mapping.adserver_targeting];return",0,0,0,0,0,1,1,0,0,1
"identifying",0,0,0,0,0,1,0,0,0,0
"iframe",0,0,0,0,0,1,1,0,0,1
"illness",0,0,0,0,0,1,0,0,0,0
"impact",0,0,0,0,0,2,2,0,0,2
"important",0,0,0,0,0,1,0,0,0,0
"in.""",0,0,0,0,0,1,0,0,0,0
"inauguration",0,0,0,0,0,1,0,0,0,0
"incorrect",0,0,0,0,0,1,1,0,0,1
"independently",0,0,0,0,0,2,1,0,0,2
"index",0,0,0,0,0,1,1,0,0,1
"initiative",0,0,0,0,0,1,0,0,0,0
"insisting",0,0,0,0,0,1,0,0,0,0
"instagram",0,0,0,0,0,1,1,0,0,1
"interpretation",0,0,0,0,0,1,0,0,0,0
"invalid",0,0,0,0,0,4,4,0,0,4
"invasive",0,0,0,0,0,1,0,0,0,0
"invoking",0,0,0,0,0,1,0,0,0,0
"iraq,",0,0,0,0,0,1,0,0,0,0
"island.",0,0,0,0,0,1,0,0,0,0
"it's",0,0,0,0,0,2,1,0,0,2
"i}}},transformbidparams:",0,0,0,0,0,1,1,0,0,1
"javascript"");else",0,0,0,0,0,1,1,0,0,1
"javascript"");var",0,0,0,0,0,1,1,0,0,1
"jonathan",0,0,0,0,0,1,0,0,0,0
"jose",0,0,0,0,0,1,0,0,0,0
"journalist",0,0,0,0,0,1,0,0,0,0
"key",0,0,0,0,0,2,1,0,0,2
"key:",0,0,0,0,0,1,1,0,0,1
"kiley,",0,0,0,0,0,1,0,0,0,0
"kneels",0,0,0,0,0,1,0,0,0,0
"l.converttypes({accountid:",0,0,0,0,0,1,1,0,0,1
"l.logerror(""rubicon",0,0,0,0,0,1,1,0,0,1
"labels",0,0,0,0,0,1,1,0,0,1
"land",0,0,0,0,0,2,0,0,0,0
"large-scale",0,0,0,0,0,1,0,0,0,0
"late",0,0,0,0,0,1,0,0,1,0
"latin",0,0,0,0,0,1,0,0,0,1
"leader:",0,0,0,0,0,1,0,0,0,0
"left,",0,0,0,0,0,1,0,0,1,1
"legacy",0,0,0,0,0,1,0,0,0,0
"legislative",0,0,0,0,0,1,0,0,0,0
"liberators.""",0,0,0,0,0,1,0,0,0,0
"like:",0,0,0,0,0,1,1,0,0,1
"line",0,0,0,0,0,1,0,0,0,0
"listens",0,0,0,0,0,1,0,0,0,0
"lists",0,0,0,0,0,1,0,0,0,0
"load",0,0,0,0,0,1,1,0,0,1
"lopez,",0,0,0,0,0,1,0,0,0,0
"loyalty",0,0,0,0,0,1,1,0,0,0
"l},getbidrequests:",0,0,0,0,0,1,1,0,0,1
"m()",0,0,0,0,0,1,1,0,0,1
"m(c))",0,0,0,0,0,1,1,0,0,1
"m(e)",0,0,0,0,0,1,1,0,0,1
"m(r,",0,0,0,0,0,1,1,0,0,1
"maduroafter",0,0,0,0,0,1,0,0,0,0
"maikel",0,0,0,0,0,1,0,0,0,0
"mandate",0,0,0,0,0,1,0,0,0,0
"marches",0,0,0,0,0,1,0,0,0,0
"mark",0,0,0,0,0,1,0,0,0,0
"mass",0,0,0,0,0,2,0,0,0,0
"math.floor(f)",0,0,0,0,0,1,1,0,0,1
"math.pow(10,",0,0,0,0,0,1,1,0,0,1
"measured",0,0,0,0,0,1,0,0,0,0
"media,",0,0,0,0,0,1,0,0,0,0
"mediators",0,0,0,0,0,1,0,0,0,0
"mediatypes.banner.sizes).""),",0,0,0,0,0,1,1,0,0,1
"mediatypes.native.icon.sizes",0,0,0,0,0,1,1,0,0,1
"mediatypes.native.image.aspect_ratios",0,0,0,0,0,1,1,0,0,1
"mediatypes.native.image.sizes",0,0,0,0,0,1,1,0,0,1
"mediatypes.video.playersize",0,0,0,0,0,1,1,0,0,1
"mediatypes.video.playersize.",0,0,0,0,0,1,1,0,0,1
"medicine.",0,0,0,0,0,1,0,0,0,0
"meet",0,0,0,0,0,1,0,0,0,0
"mentor",0,0,0,0,0,1,0,0,0,0
"mess",0,0,0,0,0,2,0,0,0,0
"message'",0,0,0,0,0,1,0,0,0,0
"message.",0,0,0,0,0,1,0,0,0,0
"messenger.",0,0,0,0,0,1,1,0,0,1
"met",0,0,0,0,0,1,1,0,0,0
"method",0,0,0,0,0,1,1,0,0,1
"mexico",0,0,0,0,0,1,0,0,0,0
"military.",0,0,0,0,0,1,0,0,0,0
"militia",0,0,0,0,0,2,0,0,0,0
"minister",0,0,0,0,0,1,1,0,1,4
"mix",0,0,0,0,0,1,1,0,0,1
"modulecode"")},t.loadscript",0,0,0,0,0,1,1,0,0,1
"mohammed",0,0,0,0,0,1,0,0,0,0
"momentum",0,0,0,0,0,1,0,0,0,0
"month.",0,0,0,0,0,1,0,0,0,0
"moreno,",0,0,0,0,0,1,0,0,0,0
"motherland",0,0,0,0,0,1,0,0,0,0
"motherland,""",0,0,0,0,0,1,0,0,0,0
"motif",0,0,0,0,0,1,0,0,0,0
"motorsport",0,0,0,0,0,2,2,0,0,2
"msa",0,0,0,0,0,1,1,0,0,1
"much-needed",0,0,0,0,0,1,0,0,0,0
"mural",0,0,0,0,0,1,0,0,0,0
"mutually",0,0,0,0,0,1,1,0,0,1
"myself",0,0,0,0,0,2,0,0,0,0
"m},getauctionstatus:",0,0,0,0,0,1,1,0,0,1
"n(0),",0,0,0,0,0,2,2,0,0,2
"n(12),",0,0,0,0,0,1,1,0,0,1
"n(17),",0,0,0,0,0,1,1,0,0,1
"n(18),",0,0,0,0,0,1,1,0,0,1
"n(19).symbol,",0,0,0,0,0,1,1,0,0,1
"n(20),",0,0,0,0,0,1,1,0,0,1
"n(228),",0,0,0,0,0,1,1,0,0,1
"n(3),",0,0,0,0,0,1,1,0,0,1
"n(31),",0,0,0,0,0,1,1,0,0,1
"n(4),",0,0,0,0,0,1,1,0,0,1
"n(41);function",0,0,0,0,0,1,1,0,0,1
"n(60)(""wks""),",0,0,0,0,0,1,1,0,0,1
"n(62),",0,0,0,0,0,1,1,0,0,1
"n(7),",0,0,0,0,0,1,1,0,0,1
"n(8),",0,0,0,0,0,1,1,0,0,1
"n(9),",0,0,0,0,0,1,1,0,0,1
"n(o)}",0,0,0,0,0,1,1,0,0,1
"n);if",0,0,0,0,0,1,1,0,0,1
"n)}))}",0,0,0,0,0,1,1,0,0,1
"n,a",0,0,0,0,0,1,1,0,0,1
"n,enumerable:",0,0,0,0,0,1,1,0,0,1
"n.adunitcode}),e.push(o)}",0,0,0,0,0,1,1,0,0,1
"n.biddercode,adunitcode:",0,0,0,0,0,1,1,0,0,1
"n.bidders;if",0,0,0,0,0,1,1,0,0,1
"n.call(e).slice(8,",0,0,0,0,0,1,1,0,0,1
"n.filter,",0,0,0,0,0,1,1,0,0,1
"n.getadunitcodes()",0,0,0,0,0,1,1,0,0,1
"n.getadunitpath()",0,0,0,0,0,1,1,0,0,1
"n.getadunits().filter((function(e)",0,0,0,0,0,1,1,0,0,1
"n.getslotelementid()",0,0,0,0,0,1,1,0,0,1
"n.getstandardbidderadservertargeting().map((function(e)",0,0,0,0,0,1,1,0,0,1
"n.granularity_options.auto",0,0,0,0,0,1,1,0,0,1
"n.granularity_options.custom",0,0,0,0,0,1,1,0,0,1
"n.granularity_options.dense",0,0,0,0,0,1,1,0,0,1
"n.granularity_options.high",0,0,0,0,0,1,1,0,0,1
"n.granularity_options.low",0,0,0,0,0,1,1,0,0,1
"n.granularity_options.medium",0,0,0,0,0,1,1,0,0,1
"n.mediatype),",0,0,0,0,0,1,1,0,0,1
"n.onload",0,0,0,0,0,1,1,0,0,1
"n.onreadystatechange",0,0,0,0,0,1,1,0,0,1
"n.readystate",0,0,0,0,0,2,2,0,0,2
"n.settargeting(t,",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.ad_id,val:",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.bidder,val:",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.deal",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.deal,val:",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.format,val:",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.price_bucket,val:",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.size,val:",0,0,0,0,0,1,1,0,0,1
"n.targeting_keys.source,val:",0,0,0,0,0,1,1,0,0,1
"n;r.length",0,0,0,0,0,1,1,0,0,1
"n;return",0,0,0,0,0,1,1,0,0,1
"n[e]})).reduce((function(e,",0,0,0,0,0,1,1,0,0,1
"n[t]))}),",0,0,0,0,0,1,1,0,0,1
"natalie",0,0,0,0,0,1,0,0,0,0
"nation's",0,0,0,0,0,1,0,0,0,0
"nations",0,0,0,0,0,1,4,0,0,3
"native.icon.sizes",0,0,0,0,0,1,1,0,0,1
"native.image.aspect_ratios",0,0,0,0,0,1,1,0,0,1
"native.image.sizes",0,0,0,0,0,1,1,0,0,1
"need",0,0,0,0,0,1,0,0,0,0
"neutral",0,0,0,0,0,1,0,0,0,0
"nick",0,0,0,0,0,1,0,0,0,0
"nicole",0,0,0,0,0,1,0,0,0,0
"non-emergency",0,0,0,0,0,1,0,0,0,0
"noted",0,0,0,0,0,1,0,0,0,0
"notepad",0,0,0,0,0,1,0,0,0,0
"null",0,0,0,0,0,2,2,0,0,2
"null)}))}))}))}},g.getalltargeting",0,0,0,0,0,1,1,0,0,1
"null,t())}:",0,0,0,0,0,1,1,0,0,1
"number(e)})),",0,0,0,0,0,1,1,0,0,1
"number(e.ttl)}}},23:",0,0,0,0,0,1,1,0,0,1
"number(l.tofixed(10))).tofixed(d)),i}function",0,0,0,0,0,1,1,0,0,1
"number(t.gdprapplies)",0,0,0,0,0,1,1,0,0,1
"o()",0,0,0,0,0,1,1,0,0,1
"o),",0,0,0,0,0,1,1,0,0,1
"o,cpm:",0,0,0,0,0,1,1,0,0,1
"o.concat(e),r.callbidwonbidder(e.bidder,",0,0,0,0,0,1,1,0,0,1
"o.done}",0,0,0,0,0,2,2,0,0,2
"o.getsize(),o._each(e,",0,0,0,0,0,1,1,0,0,1
"o.increment",0,0,0,0,0,1,1,0,0,1
"o.loginfo(""suppressing",0,0,0,0,0,1,1,0,0,1
"o.logwarn(""the",0,0,0,0,0,1,1,0,0,1
"o.min",0,0,0,0,0,1,1,0,0,1
"o.precision",0,0,0,0,0,1,1,0,0,1
"o.request.bind(null,",0,0,0,0,0,2,2,0,0,2
"o.size",0,0,0,0,0,1,1,0,0,1
"o;(e.exports",0,0,0,0,0,1,1,0,0,1
"o[e]",0,0,0,0,0,1,1,0,0,1
"object.defineproperty(e,",0,0,0,0,0,1,1,0,0,1
"object.keys(i).foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"object.keys(i.adservertargeting).filter(o()).foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"object.keys(t.adservertargeting).filter(o()).map((function(e)",0,0,0,0,0,1,1,0,0,1
"observers",0,0,0,0,0,1,0,0,1,1
"office",0,0,0,0,0,1,1,0,1,0
"office,",0,0,0,0,0,1,0,0,0,1
"officer",0,0,0,0,0,2,0,0,0,0
"on-camera",0,0,0,0,0,1,0,0,0,0
"once-wealthy",0,0,0,0,0,1,0,0,0,0
"online",0,0,0,0,0,1,0,0,0,0
"opposition-controlled",0,0,0,0,0,1,0,0,1,0
"opposition.",0,0,0,0,0,1,0,0,0,0
"option;",0,0,0,0,0,1,1,0,0,1
"orchestrate",0,0,0,0,0,1,0,0,0,0
"ordering",0,0,0,0,0,1,0,0,0,0
"orders",0,0,0,0,0,1,0,0,0,0
"organized",0,0,0,0,0,1,0,0,0,0
"origin",0,0,0,0,0,1,0,0,0,0
"other",0,0,0,0,0,5,0,0,0,0
"outside",0,0,0,0,0,1,0,0,0,0
"overseen",0,0,0,0,0,1,0,0,0,0
"ovewritten""),o.isfn(n))try",0,0,0,0,0,1,1,0,0,1
"owe",0,0,0,0,0,2,0,0,0,0
"o},gettimeout:",0,0,0,0,0,1,1,0,0,1
"p(e)",0,0,0,0,0,1,1,0,0,1
"p(e),",0,0,0,0,0,1,1,0,0,1
"p).precision",0,0,0,0,0,1,1,0,0,1
"p.getauctionid(),",0,0,0,0,0,1,1,0,0,1
"p.getbidrequests(),",0,0,0,0,0,1,1,0,0,1
"p.getbidrequests().length);function",0,0,0,0,0,1,1,0,0,1
"padrino",0,0,0,0,0,1,1,0,0,2
"param:",0,0,0,0,0,1,1,0,0,1
"parliament",0,0,0,0,0,2,0,0,0,0
"parliamentary",0,0,0,0,0,1,0,0,0,0
"parsefloat(n.cpm)",0,0,0,0,0,1,1,0,0,1
"partner",0,0,0,0,0,2,2,0,0,2
"past.",0,0,0,0,0,1,0,0,0,0
"path",0,0,0,0,0,1,0,0,0,1
"paton",0,0,0,0,0,1,0,0,0,0
"pbjs.biddersettings;r",0,0,0,0,0,1,1,0,0,1
"pbjs.biddersettings;return",0,0,0,0,0,1,1,0,0,1
"pbjs.biddersettings[n.json_mapping.bd_setting_standard]",0,0,0,0,0,1,1,0,0,1
"pbjs.biddersettings[n.json_mapping.bd_setting_standard].bidcpmadjustment",0,0,0,0,0,1,1,0,0,1
"pbjs.biddersettings[n.json_mapping.bd_setting_standard].bidcpmadjustment),r))try",0,0,0,0,0,1,1,0,0,1
"pbjs.biddersettings[t]",0,0,0,0,0,1,1,0,0,1
"pbjs.biddersettings[t].bidcpmadjustment",0,0,0,0,0,2,2,0,0,2
"peaceful",0,0,0,0,0,2,0,0,0,0
"people,",0,0,0,0,0,2,0,0,0,0
"personnel",0,0,0,0,0,1,0,0,0,0
"petroleos",0,0,0,0,0,1,0,0,0,1
"phone.",0,0,0,0,0,1,0,0,0,0
"photo",0,0,0,0,0,2,0,0,0,0
"photos:",0,0,0,0,0,80,0,0,0,0
"places",0,0,0,0,0,1,0,0,0,0
"plagued",0,0,0,0,0,1,0,0,0,0
"planning.",0,0,0,0,0,1,0,0,0,0
"police",0,0,0,0,0,5,0,0,0,0
"policies",0,0,0,0,0,2,0,0,0,0
"portraits",0,0,0,0,0,1,0,0,0,0
"position:""",0,0,0,0,0,1,1,0,0,1
"possibility",0,0,0,0,0,1,0,0,0,0
"potent",0,0,0,0,0,1,0,0,0,0
"pour",0,0,0,0,0,1,0,0,0,0
"pozzebon",0,0,0,0,0,1,0,0,0,0
"pozzebon,",0,0,0,0,0,1,0,0,0,0
"praised",0,0,0,0,0,1,0,0,0,1
"prebid.org",0,0,0,0,0,1,1,0,0,1
"predecessor,",0,0,0,0,0,1,0,0,0,0
"preference:",0,0,0,0,0,1,1,0,0,1
"preparing",0,0,0,0,0,2,0,0,0,0
"presidency.",0,0,0,0,0,1,2,0,0,1
"president!""",0,0,0,0,0,1,0,0,0,0
"president,",0,0,0,0,0,3,0,0,0,1
"president.""",0,0,0,0,0,1,0,0,0,0
"pressroom",0,0,0,0,0,2,2,0,0,2
"pretensions,""",0,0,0,0,0,1,0,0,0,0
"pro-government",0,0,0,0,0,3,0,0,0,0
"pro-maduro",0,0,0,0,0,1,0,0,1,0
"project",0,0,0,0,0,3,3,0,0,3
"promised",0,0,0,0,0,1,0,0,0,1
"proper",0,0,0,0,0,1,1,0,0,1
"property",0,0,0,0,0,4,4,0,0,4
"protests.",0,0,0,0,0,1,1,0,0,0
"provided",0,0,0,0,0,1,0,0,0,1
"pumps",0,0,0,0,0,1,0,0,0,0
"putin's",0,0,0,0,0,1,0,0,0,0
"p};if",0,0,0,0,0,1,1,0,0,1
"p}}},t.auctioncallbacks",0,0,0,0,0,1,1,0,0,1
"questioned",0,0,0,0,0,1,0,0,0,0
"r(e,",0,0,0,0,0,1,1,0,0,1
"r(e.cpm,",0,0,0,0,0,1,1,0,0,1
"r).tofixed(t)}",0,0,0,0,0,1,1,0,0,1
"r)return",0,0,0,0,0,1,1,0,0,1
"r,d",0,0,0,0,0,1,1,0,0,1
"r.__esmodule",0,0,0,0,0,1,1,0,0,1
"r.bids",0,0,0,0,0,1,1,0,0,1
"r.filter((n",0,0,0,0,0,1,1,0,0,1
"r.firstchild)}t.loadexternalscript",0,0,0,0,0,1,1,0,0,1
"r.length",0,0,0,0,0,1,1,0,0,1
"r.push(t[e].reduce(n))}))})),r}function",0,0,0,0,0,1,1,0,0,1
"r.refererinfo.referer),e.params.secure",0,0,0,0,0,1,1,0,0,1
"r.start,",0,0,0,0,0,1,1,0,0,1
"r.targeting",0,0,0,0,0,1,1,0,0,1
"r.usersync.syncusers,",0,0,0,0,0,1,1,0,0,1
"r.values[0],e}),",0,0,0,0,0,1,1,0,0,1
"r[0]).insertbefore(n,",0,0,0,0,0,1,1,0,0,1
"r[e.biddercode];w.logmessage(""calling",0,0,0,0,0,1,1,0,0,1
"r[e]",0,0,0,0,0,2,2,0,0,2
"r[e],",0,0,0,0,0,1,1,0,0,1
"r[e].sendstandardtargeting));return",0,0,0,0,0,1,1,0,0,1
"r[e][n.json_mapping.adserver_targeting]",0,0,0,0,0,1,1,0,0,1
"r[n.json_mapping.bd_setting_standard]",0,0,0,0,0,1,1,0,0,1
"r[t]",0,0,0,0,0,1,1,0,0,1
"r[u.adapter],",0,0,0,0,0,1,1,0,0,1
"racing",0,0,0,0,0,2,2,0,0,2
"rafael",0,0,0,0,0,1,0,0,1,0
"raise",0,0,0,0,0,1,0,0,0,0
"raises",0,0,0,0,0,1,0,0,0,0
"rallies",0,0,0,0,0,2,1,0,0,1
"rally.",0,0,0,0,0,1,0,0,0,0
"ranks",0,0,0,0,0,1,0,0,0,0
"rare",0,0,0,0,0,1,0,0,0,0
"react",0,0,0,0,0,1,0,0,0,0
"reacted",0,0,0,0,0,1,0,0,0,0
"recently",0,0,0,0,0,1,0,0,0,0
"recorded",0,0,0,0,0,1,1,0,0,0
"rectifying",0,0,0,0,0,1,0,0,0,0
"refused",0,0,0,0,0,1,0,0,0,0
"regime,",0,0,0,0,0,1,0,0,0,0
"reiterated",0,0,0,0,0,1,0,0,0,0
"released",0,0,0,0,0,1,1,0,0,1
"removing",0,0,0,0,0,4,4,0,0,4
"report.",0,0,0,0,0,1,0,0,0,1
"reportedly",0,0,0,0,0,1,0,0,0,1
"representative",0,0,0,0,0,1,0,0,0,0
"repress",0,0,0,0,0,1,0,0,0,0
"republic",0,0,0,0,0,1,0,0,0,0
"republic.",0,0,0,0,0,1,0,0,0,0
"request.""),",0,0,0,0,0,1,1,0,0,1
"request.""),delete",0,0,0,0,0,3,3,0,0,3
"required",0,0,0,0,0,1,1,0,0,1
"response",0,0,0,0,0,1,0,0,0,1
"returned",0,0,0,0,0,1,0,0,0,0
"riot",0,0,0,0,0,1,0,0,0,0
"road",0,0,0,0,0,1,0,0,0,0
"rubber",0,0,0,0,0,1,0,0,0,0
"rubicon",0,0,0,0,0,1,1,0,0,1
"rule.",0,0,0,0,0,1,0,0,0,0
"ruler.",0,0,0,0,0,1,0,0,0,0
"runs",0,0,0,0,0,2,0,0,0,0
"russia",0,0,0,0,0,1,0,0,0,2
"r},",0,0,0,0,0,1,1,0,0,1
"r},26:",0,0,0,0,0,1,1,0,0,1
"s(e)",0,0,0,0,0,1,1,0,0,1
"s(e,",0,0,0,0,0,1,1,0,0,1
"s,i",0,0,0,0,0,1,1,0,0,1
"s.a.",0,0,0,0,0,1,0,0,0,0
"s.getoldesthighestcpmbid)}function",0,0,0,0,0,1,1,0,0,1
"s.map((function(e)",0,0,0,0,0,1,1,0,0,1
"s2s",0,0,0,0,0,1,1,0,0,1
"s;var",0,0,0,0,0,1,1,0,0,1
"s[0],o.height",0,0,0,0,0,1,1,0,0,1
"s[0].adunitss2scopy;if",0,0,0,0,0,1,1,0,0,1
"s[0].tid,",0,0,0,0,0,1,1,0,0,1
"s[1]}o.rubicontargeting",0,0,0,0,0,1,1,0,0,1
"sacred",0,0,0,0,0,2,0,0,0,0
"sailing",0,0,0,0,0,2,2,0,0,2
"sam",0,0,0,0,0,1,0,0,0,0
"same",0,0,0,0,0,1,0,0,0,1
"sanchez",0,0,0,0,0,1,0,0,0,0
"sandra",0,0,0,0,0,1,0,0,0,0
"saturday",0,0,0,0,0,7,0,1,0,2
"saturday,",0,0,0,0,0,5,1,0,0,1
"saying",0,0,0,0,0,1,1,0,0,1
"scene",0,0,0,0,0,1,0,0,0,0
"script",0,0,0,0,0,1,1,0,0,1
"seemed",0,0,0,0,0,1,0,0,0,0
"seen",0,0,0,0,0,2,0,0,0,0
"self-declared",0,0,0,0,0,1,0,0,0,0
"service,""",0,0,0,0,0,1,0,0,0,0
"set",0,0,0,0,0,4,2,0,0,2
"setting",0,0,0,0,0,1,1,0,0,1
"several",0,0,0,0,0,1,1,0,2,1
"sham.",0,0,0,0,0,1,0,0,0,0
"shoots",0,0,0,0,0,1,0,0,0,0
"shortages",0,0,0,0,0,1,0,0,0,0
"side",0,0,0,0,0,1,0,0,0,0
"signs",0,0,0,0,0,1,0,0,0,0
"silva",0,0,0,0,0,1,1,0,0,1
"silva,",0,0,0,0,0,1,1,0,0,1
"simon",0,0,0,0,0,1,0,0,0,0
"simultaneously,",0,0,0,0,0,1,0,0,0,0
"sites",0,0,0,0,0,2,2,0,0,2
"sits",0,0,0,0,0,1,0,0,0,0
"sizes",0,0,0,0,0,3,3,0,0,3
"sizing?"")},h.videoadapters",0,0,0,0,0,1,1,0,0,1
"skiing",0,0,0,0,0,2,2,0,0,2
"slum",0,0,0,0,0,1,0,0,0,0
"socialist",0,0,0,0,0,1,0,0,2,0
"solidarity",0,0,0,0,0,1,0,0,0,0
"some",0,0,0,0,0,2,0,0,4,1
"sovereign",0,0,0,0,0,1,0,0,0,0
"speak",0,0,0,0,0,1,0,0,0,0
"speaking",0,0,0,0,0,1,0,0,0,2
"specify",0,0,0,0,0,1,1,0,0,1
"sporadic",0,0,0,0,0,1,0,0,0,0
"stand",0,0,0,0,0,2,0,0,1,1
"start",0,0,0,0,0,1,0,0,0,0
"state.",0,0,0,0,0,1,0,0,0,0
"states.",0,0,0,0,0,1,0,0,1,1
"station",0,0,0,0,0,1,0,0,0,0
"stefano",0,0,0,0,0,2,0,0,0,0
"sterling",0,0,0,0,0,1,0,0,0,0
"sterling,",0,0,0,0,0,1,0,0,0,0
"stockpiled",0,0,0,0,0,1,0,0,0,0
"stones",0,0,0,0,0,1,0,0,0,0
"stood",0,0,0,0,0,1,0,0,0,0
"strategic",0,0,0,0,0,1,0,0,0,0
"strength,",0,0,0,0,0,1,0,0,0,0
"strengthening",0,0,0,0,0,1,0,0,0,0
"strict"";object.defineproperty(t,",0,0,0,0,0,1,1,0,0,1
"strict"";var",0,0,0,0,0,1,1,0,0,1
"string"")};a.gethighestcpm",0,0,0,0,0,1,1,0,0,1
"strong",0,0,0,0,0,1,0,0,0,0
"strongman",0,0,0,0,0,1,0,0,0,0
"studying",0,0,0,0,0,1,0,0,0,0
"suffered",0,0,0,0,0,1,0,0,0,0
"suffering",0,0,0,0,0,1,0,0,0,0
"sunday,",0,0,0,0,0,1,0,0,0,1
"supporters,",0,0,0,0,0,1,0,0,0,0
"supporting",0,0,0,0,0,2,0,0,0,0
"swearing",0,0,0,0,0,1,0,0,0,0
"swelled",0,0,0,0,0,1,0,0,0,0
"switching",0,0,0,0,0,1,0,0,0,0
"syncs",0,0,0,0,0,1,1,0,0,1
"s},getadunitcodes:",0,0,0,0,0,1,1,0,0,1
"t))",0,0,0,0,0,1,1,0,0,1
"t),e",0,0,0,0,0,1,1,0,0,1
"t),e.addbidreceived(t),i(e,",0,0,0,0,0,1,1,0,0,1
"t),t.sendstandardtargeting",0,0,0,0,0,1,1,0,0,1
"t)}),",0,0,0,0,0,1,1,0,0,1
"t)}function",0,0,0,0,0,1,1,0,0,1
"t.addbidresponse",0,0,0,0,0,1,1,0,0,1
"t.adunitcode,",0,0,0,0,0,1,1,0,0,1
"t.auction_completed",0,0,0,0,0,1,1,0,0,1
"t.auction_in_progress",0,0,0,0,0,1,1,0,0,1
"t.auction_started",0,0,0,0,0,1,1,0,0,1
"t.biddercode,",0,0,0,0,0,1,1,0,0,1
"t.consentstring",0,0,0,0,0,2,2,0,0,2
"t.consentstring),a",0,0,0,0,0,1,1,0,0,1
"t.default",0,0,0,0,0,1,1,0,0,1
"t.gdprapplies",0,0,0,0,0,1,1,0,0,1
"t.indexof(e)}}function",0,0,0,0,0,1,1,0,0,1
"t.max",0,0,0,0,0,1,1,0,0,1
"t.native",0,0,0,0,0,1,1,0,0,1
"t.native)",0,0,0,0,0,1,1,0,0,1
"t.native;a.image",0,0,0,0,0,1,1,0,0,1
"t.reduce((function(e,",0,0,0,0,0,1,1,0,0,1
"t.replace(/^http:/i,",0,0,0,0,0,1,1,0,0,1
"t.src",0,0,0,0,0,2,2,0,0,2
"t.tostring()",0,0,0,0,0,1,1,0,0,1
"t.video",0,0,0,0,0,1,1,0,0,1
"t.video)",0,0,0,0,0,1,1,0,0,1
"t.video.playerheight",0,0,0,0,0,1,1,0,0,1
"t.video.playerheight]",0,0,0,0,0,1,1,0,0,1
"t.video.playerwidth",0,0,0,0,0,1,1,0,0,1
"t.video;if",0,0,0,0,0,1,1,0,0,1
"t;if",0,0,0,0,0,1,1,0,0,1
"t[e]",0,0,0,0,0,2,2,0,0,2
"tag",0,0,0,0,0,1,1,0,0,1
"talks",0,0,0,0,0,1,0,0,1,1
"tamping",0,0,0,0,0,1,0,0,0,0
"targeting"")})),r}function",0,0,0,0,0,1,1,0,0,1
"tawfeeq",0,0,0,0,0,1,0,0,0,0
"taylor",0,0,0,0,0,1,0,0,0,1
"tear",0,0,0,0,0,2,0,0,0,0
"tear-gas",0,0,0,0,0,1,0,0,0,0
"tensions",0,0,0,0,0,1,0,0,0,0
"three",0,0,0,0,0,1,0,0,0,0
"thrown",0,0,0,0,0,1,0,0,0,0
"thursday,",0,0,0,0,0,1,0,0,0,0
"ties",0,0,0,0,0,1,0,0,0,0
"timing",0,0,0,0,0,1,0,0,0,0
"tiuna",0,0,0,0,0,1,0,0,0,0
"towards",0,0,0,0,0,1,0,0,0,2
"traffic",0,0,0,0,0,1,0,0,0,0
"transitional",0,0,0,0,0,2,0,0,1,0
"trump,""",0,0,0,0,0,1,0,0,0,0
"turkey",0,0,0,0,0,1,0,0,0,1
"turmoil.",0,0,0,0,0,1,0,0,0,0
"turn",0,0,0,0,0,1,0,0,0,0
"turnerbroadcastingsystem,inc.",0,0,0,0,0,1,1,0,0,1
"turns",0,0,0,0,0,1,0,0,0,0
"twitter,",0,0,0,0,0,1,0,0,0,0
"twitter.",0,0,0,0,0,1,0,0,0,0
"type",0,0,0,0,0,1,1,0,0,1
"type:",0,0,0,0,0,1,1,0,0,1
"typeerror(""can't",0,0,0,0,0,1,1,0,0,1
"typeof",0,0,0,0,0,11,14,0,0,23
"t})),",0,0,0,0,0,1,1,0,0,1
"t}),",0,0,0,0,0,1,1,0,0,1
